text,airline_sentiment,airline_sentiment_confidence,cleaned_text,label
@AmericanAir wasn't offered a flight out of PHL until TUESDAY so had to ask to be booked to Houston instead of Austin.,negative,1.0,offered flight pal tuesday ask booked houston instead austin,-1
"@AmericanAir will do. I'd think, though, that a literally identical itinerary to your sample itineraries would work - maybe need to update?",neutral,0.6696,think though literally identical itinerant sample itinerant would work maybe need update,0
"@AmericanAir I am running out of battery you have my chargers,clothes,coat,contact lenses, need to be in mtg tom need help #pathetic service",negative,1.0,running battery charge clothes coat contact lens need mug tom need help pathetic service,-1
@AmericanAir Flight 4606 from MEM to DCA delayed 6 hours! Now holding breath while they keep me trapped 3 hours to de-ice. #scareair,negative,1.0,flight me da delayed hour holding breath keep wrapped hour de ice scareair,-1
@AmericanAir stuck in airplane both on way out of PHL and again in Houston. All passengers frustrated. Makes me want to avoid airline,negative,1.0,stuck airplane way pal houston passenger frustrated make want avoid airline,-1
"@AmericanAir bag turned up, no thanks to your useless call-centre and useless website",negative,1.0,bag turned thanks useless call centre useless webster,-1
"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin",negative,0.6667,flight pal austin canceled lighted headed houston delayed pay rent car drive he austin,-1
"@AmericanAir I understand the weather issues. I don't understand how I was not notified of the Cancelled Flightlation, and had to realize it so Late Flight.",negative,1.0,understand weather issue understand notified canceled flightlation realize late flight,-1
@AmericanAir why won't u deliver my luggage? Almost two days and holding on the phone for over 4 hrs. Help!,negative,1.0,u deliver luggage almost two day holding phone he help,-1
"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year.",positive,1.0,who how crossed current pace reach year,1
"@AmericanAir would like to talk to someone, please follow.",neutral,0.6529,would like talk someone please follow,0
@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded,negative,1.0,lost luggage hour holding he phone utf treat loyal passenger strange,-1
@AmericanAir @Nashinmypants lmao this is so funny,neutral,0.6726,may funny,0
@AmericanAir have been waiting over THREE hours to talk to someone to rebook a flight due to weather. does call back service actually work??,negative,1.0,waiting three hour talk someone ebook flight due weather call back service actually work,-1
@AmericanAir the service received by both of us was rude and well below my expectations of your airline. That is what's most frustrating,negative,1.0,service received u rude well expectation airline frustration,-1
@AmericanAir I was on a flight for tomorrow and my reservation is coming up.  Help me!,neutral,0.6977,flight tomorrow reservation coming help,0
@AmericanAir please DM me a way to get in touch with someone that can help. I'm platinum AA and considering quitting AA BC of this.,negative,1.0,please do way get touch someone help platino a considering quitting a bc,-1
@AmericanAir thanks for following up. I think it's fair to refund the ticket price and the two one way rental cars I had to buy.,positive,0.6424,thanks following think fair refund ticket price two one way rental car buy,1
@AmericanAir it was my friend. She shouldn't have been scheduled so close together at LAX then not reimbursed. It's costing her 12 hrs &amp;$250,negative,1.0,friend schedule close together lax reimbursed costing he amp,-1
@AmericanAir Understood. Thanks anyway,positive,0.6162,understood thanks anyway,1
@AmericanAir so what are you going to do for me since I can't take the option you gave me. What type of refund will you do for me?,negative,0.6688,going since take option gave type refund,-1
@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in,positive,1.0,today by bit bag issue cleared beautifully thank check,1
@AmericanAir sounding like they just got bitch-slapped by @juliasinton948,negative,1.0,sounding like got bitch slapped,-1
@AmericanAir when will tomorrow's flight Cancelled Flightlations at Dfw for AA flights be posted? We are on 2424 at 7am from LAX!,negative,0.708,tomorrow flight canceled flightlations dew a flight posted lax,-1
@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!,positive,1.0,gate agent jan l phoenix least able get younger daughter seated near wife thank,1
@AmericanAir I've been on hold with international award reservations for almost 2 hours. 800-433-7300 keeps calling me. what is going on?,negative,1.0,hold international award reservation almost hour keep calling going,-1
@AmericanAir can someone actually either call back or help me figure out how I'm getting home??!,negative,1.0,someone actually either call back help figure getting home,-1
@AmericanAir you're my early frontrunner for best airline! #oscars2016,positive,1.0,early frontrunner best airline oscar,1
@AmericanAir can I get home before 12 or no?,negative,0.6629,get home,-1
@AmericanAir I left something on my flight from ORD to SFO earlier today and believe it's on the plane back at ORD now. Please help.,neutral,1.0,left something flight ord so earlier today believe plane back ord please help,0
"@AmericanAir How is hanging up on customers because of ""high volume"" customer service? Tried to resolve via DM-still waiting.So bad. #aafail",negative,1.0,hanging customer high volume customer service tried resolve via do still waiting bad affair,-1
"@AmericanAir  I was told it would be emailed to me, but I haven't received anything yet. How can I follow-up?",negative,0.6641,told would remained received anything yet follow,-1
@AmericanAir all good! I'm catching the 11:10p flight tonight. Thanks for the response.,positive,1.0,good catching p flight tonight thanks response,1
"@AmericanAir that's interesting-Agent told me so. Sadly, another booked passenger didn't make it to gate by push back so I made it on.",negative,0.6437,interesting agent told sadly another booked passenger make gate push back made,-1
"@AmericanAir Flight Cancelled Flightled, website refers to 1-800#, the 1-800# hangs up on me. Not auto-rebooked. Really? Horrible company.",negative,1.0,flight canceled lighted webster refers hang auto revoked really horrible company,-1
@AmericanAir booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?,neutral,0.6809999999999999,booked a departing of booked via ba want change ff a via twitter,0
@AmericanAir We have been sitting on this bird #AA1457 for 2 hrs on the dfw tarmac.  Some water would be nice.  Where's your manners?,negative,1.0,sitting bird a he dew tartar water would nice manner,-1
@AmericanAir I need to know what to do? My flight has been Cancelled Flightled and I can't speak to anyone. Help!,negative,1.0,need know flight canceled lighted speak anyone help,-1
@americanair been calling your for 4+ hours to reschedule a flight to #DFW due to weather and your won't even let me stay on hold.....,negative,1.0,calling hour schedule flight dew due weather even let stay hold,-1
"@AmericanAir Thanks, she did her best. Staying the night in Dallas, new trial to Detroit via Atlanta tomorrow, assuming no Cancelled Flightlations.",negative,0.6497,thanks best staying night dallas new trial detroit via atlanta tomorrow assuming canceled flightlations,-1
@AmericanAir your customer service is a disgrace.,negative,1.0,customer service disgrace,-1
@AmericanAir Joanna did a WONDERFUL job!  Thank her for me?,positive,1.0,anna wonderful job thank,1
@AmericanAir She got to the gate just in time to watch the plane push back. 5 minutes was all she needed. Glad we’ve relatives nearby.,negative,0.65,got gate time watch plane push back minute needed glad relative nearby,-1
@AmericanAir first flight is Cancelled Flightled. Been on hold for 4 hours. Need information and getting none. Help?,negative,1.0,first flight canceled lighted hold hour need information getting none help,-1
@AmericanAir Get a new crystal ball. Cancelled Flight flights before weather hits to rebook me on flight during? Looking like 2 nights hotel on me.,negative,1.0,get new crystal ball canceled flight flight weather hit ebook flight looking like night hotel,-1
